Name,ID,Category,Classifier,Unique Matches,Total Matches,Wiz Url,Projects,Resource Name,Region,Created At,Resource Type,Resource Native Type,Resource External ID,Subscription ID,Cloud Provider,Encryption At Rest,Encryption In Transit,Resource Status,PaaS,Severity,Finding Examples
PII/US Social Security Number (SSN),acme-prod-env:bq_userdata_1##BUILTIN-38,DataCategoryPII,US Social Security Number (SSN),1000,1000,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'2094b79e-2bee-5fc9-bea6-534fb400def7*2cDATA_FINDING)),"05c62c7a-fcb2-558a-a7b8-03b76ec9635b, 360e0519-a35c-5cb7-a353-728812b2f2e8, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 9b55555a-89b7-55d8-8e38-0f7481b5f537, b03cf038-fd78-560d-a1b8-7b98b21e5b26, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, c4f982e0-bab1-58d1-bf24-6b846310f5ca, db68f2c6-5cb9-5fd5-a47f-02da29d1ec17, e2e96170-bf20-5bb4-94c6-177b506a8b83, ee3ecda3-9c8c-555a-9399-865bf438c417",acme-prod-env:bq_userdata_1,us,2023-08-07T12:29:20.444073Z,CloudPlatform/DBServer,bigquery#dataset,acme-prod-env:bq_userdata_1,acme-prod-env,GCP,true,false,Active,true,CRITICAL,"[{""path"":""user_data_table"",""key"":""ssn"",""location"":""ssn"",""value"":""89***5-***3"",""evidenceId"":""40f493958a95a9a24c01f935f399a92d""}]"
PII/Income,arn:aws:lambda:eu-central-1:984186218765:function:Test_DB_query##BUILTIN-188,DataCategoryPII,Income,263,263,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'6a630cc7-854a-53c0-a4a3-b3c5a404a98a*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",Test_DB_query,eu-central-1,2024-03-14T18:19:29.077761Z,CloudPlatform/Serverless,lambda,arn:aws:lambda:eu-central-1:984186218765:function:Test_DB_query,984186218765,AWS,false,false,Active,false,CRITICAL,"[{""path"":""/data.csv"",""key"":""salary"",""value"":""6***9"",""evidenceId"":""32b7db82742496abb70a726a9ece9a69"",""contentSizeBytes"":38755}]"
PII/Date of Birth,training-data-for-sql##BUILTIN-130,DataCategoryPII,Date of Birth,55,74,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'b5283c30-618a-586d-8497-8c30a0b30117*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",training-data-for-sql,us-east-1,2024-04-15T10:38:31.413426Z,CloudPlatform/Bucket,bucket,training-data-for-sql,001791986277,AWS,true,false,Active,false,MEDIUM,"[{""path"":""know_sql_train-v3.json"",""key"":""date_of_birth"",""location"":""[5276]/completion"",""value"":""se***mb******5"",""evidenceId"":""0aa48132a1aa4e7d154624a0eff692c0"",""contentSizeBytes"":20518367}]"
PII/GPS Location,ai-dataset-for-training##BUILTIN-472,DataCategoryPII,GPS Location,44,62,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'a56ac9a6-b111-532f-8977-6ad985e23d77*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",ai-dataset-for-training,us-east-2,2024-10-10T12:30:20.715759Z,CloudPlatform/Bucket,bucket,ai-dataset-for-training,001791986277,AWS,true,false,Active,false,MEDIUM,"[{""path"":""know_sql_train-v3.json"",""key"":""msa"",""location"":""[917]/question"",""value"":""3**"",""evidenceId"":""3fa7d08bb3a449955d1dd87b33d9b8ef"",""contentSizeBytes"":20369445}]"
PII/Gender,arn:aws:rds:eu-west-2:001791986277:cluster:lorax-aurora-db##BUILTIN-20,DataCategoryPII,Gender,2,750,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'076c7237-00ba-5ae1-9e33-f947d0ba3812*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",lorax-aurora-db,eu-west-2,2024-04-15T10:58:33.042618Z,CloudPlatform/Database,rds/AmazonAuroraMySQL/cluster,arn:aws:rds:eu-west-2:001791986277:cluster:lorax-aurora-db,001791986277,AWS,false,false,Active,false,INFO,"[{""path"":""userdata.mytable"",""key"":""gender"",""location"":""gender"",""value"":""F****e"",""evidenceId"":""94cac84833a58c31cf8eac1b9d7137a9""},{""path"":""userdata.userdata2"",""key"":""gender"",""location"":""gender"",""value"":""F****e"",""evidenceId"":""2f2e6a44c183303879cef3826278027c""},{""path"":""userdata.mytable"",""key"":""gender"",""location"":""gender"",""value"":""M***"",""evidenceId"":""94cac84833a58c31cf8eac1b9d7137a9""}]"
Financial/Credit Cards,arn:aws:rds:eu-west-2:001791986277:cluster:lorax-aurora-db##BUILTIN-436,DataCategoryFinancial,Credit Cards,214,425,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'08a7d5b9-809e-5ca9-a727-58465dfdfe2e*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",lorax-aurora-db,eu-west-2,2023-11-30T19:06:05.380121Z,CloudPlatform/Database,rds/AmazonAuroraMySQL/cluster,arn:aws:rds:eu-west-2:001791986277:cluster:lorax-aurora-db,001791986277,AWS,false,false,Active,false,CRITICAL,"[{""path"":""userdata.mytable"",""key"":""cc"",""location"":""cc"",""value"":""***************2365"",""evidenceId"":""5457efbb7bcd64e14b6de411d6412847""},{""path"":""userdata.userdata2"",""key"":""cc"",""location"":""cc"",""value"":""************0116"",""evidenceId"":""91b833c83f22864982b01bcfd8da89cb""},{""path"":""userdata.mytable"",""key"":""cc"",""location"":""cc"",""value"":""**********9761"",""evidenceId"":""5457efbb7bcd64e14b6de411d6412847""}]"
Financial/Credit Cards,github.com##wiz-code-demo/public-demo##main##BUILTIN-436,DataCategoryFinancial,Credit Cards,826,826,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'a867568f-236c-51df-b644-5816411981dc*2cDATA_FINDING)),"53a933ed-7646-5c4d-8242-ee68b263b4bc, e6d2a77f-e208-5608-933e-a22a3ea1ad02",wiz-code-demo/public-demo/main,,2024-05-31T14:20:27.003434Z,VCS/RepositoryBranch,github#repositoryBranch,github.com##wiz-code-demo/public-demo##main,,GitHub,false,false,,false,CRITICAL,"[{""path"":""/demo-app/data/dummy_data.txt"",""key"":""credit_card"",""value"":""************2145"",""evidenceId"":""a93a2ae8f0fe07953e29a84334e4e00c"",""contentSizeBytes"":79061}]"
PII/Email,file-vPa0AWmTO25fZMOgVNJ2mtSK##BUILTIN-1,DataCategoryPII,Email,105,106,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'8470bd7f-be13-573a-85a5-a2ffc9e31df7*2cDATA_FINDING)),b561e19e-0f08-5717-8730-bac1c1f8f52a,train.jsonl,,2024-01-10T15:21:19.153723Z,CloudPlatform/AiDataset,openai#file,file-vPa0AWmTO25fZMOgVNJ2mtSK,org-gPc8sNS7RaAReGyFRIwkIRkg,OpenAI,false,false,,false,CRITICAL,"[{""path"":""train.jsonl"",""key"":""prompt"",""value"":""n***@wiz.com"",""evidenceId"":""4267eadf8e7d14d242d2f010f47c016d"",""contentSizeBytes"":12776}]"
DigitalIdentity/IP Address,github.com##wiz-code-demo/public-demo##main##BUILTIN-438,DataCategoryDigitalIdentity,IP Address,999,999,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'4cb47122-ea9a-5656-ad62-1ac3e9647f22*2cDATA_FINDING)),"53a933ed-7646-5c4d-8242-ee68b263b4bc, e6d2a77f-e208-5608-933e-a22a3ea1ad02",wiz-code-demo/public-demo/main,,2024-05-31T14:20:27.035211Z,VCS/RepositoryBranch,github#repositoryBranch,github.com##wiz-code-demo/public-demo##main,,GitHub,false,false,,false,INFO,"[{""path"":""/demo-app/data/dummy_data.txt"",""key"":""ip_address"",""value"":""20***36****5"",""evidenceId"":""7b02883d16b3c4e682c84b04253af4d2"",""contentSizeBytes"":79061}]"
PII/Gender,github.com##wiz-code-demo/public-demo##main##BUILTIN-20,DataCategoryPII,Gender,2,860,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'dfd3e4fa-578a-5076-9f11-287ef51fbc47*2cDATA_FINDING)),"53a933ed-7646-5c4d-8242-ee68b263b4bc, e6d2a77f-e208-5608-933e-a22a3ea1ad02",wiz-code-demo/public-demo/main,,2024-07-14T12:32:56.800543Z,VCS/RepositoryBranch,github#repositoryBranch,github.com##wiz-code-demo/public-demo##main,,GitHub,false,false,,false,INFO,"[{""path"":""/demo-app/data/dummy_data.txt"",""key"":""gender"",""value"":""M***"",""evidenceId"":""02ce565c03e4ba5d57acdec7035f2d9f"",""contentSizeBytes"":79061}]"
PII/Email,file-4TulvpltvSE7Qzgw4DR81dAr##BUILTIN-1,DataCategoryPII,Email,105,106,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'bbef54e7-b4da-5294-96b6-e5acf10bd21a*2cDATA_FINDING)),b561e19e-0f08-5717-8730-bac1c1f8f52a,train.jsonl,,2024-01-10T15:21:19.196574Z,CloudPlatform/AiDataset,openai#file,file-4TulvpltvSE7Qzgw4DR81dAr,org-gPc8sNS7RaAReGyFRIwkIRkg,OpenAI,false,false,,false,CRITICAL,"[{""path"":""train.jsonl"",""key"":""prompt"",""value"":""n***@wiz.com"",""evidenceId"":""8954c4a1af57e77c62aceccca218488f"",""contentSizeBytes"":12776}]"
PII/Email,file-Va1gfCnzhszAhtg9qmXQS2Fy##BUILTIN-1,DataCategoryPII,Email,105,106,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'356894d1-538b-5de8-a6ea-d232b4d5691c*2cDATA_FINDING)),b561e19e-0f08-5717-8730-bac1c1f8f52a,train.jsonl,,2024-01-10T15:21:19.280829Z,CloudPlatform/AiDataset,openai#file,file-Va1gfCnzhszAhtg9qmXQS2Fy,org-gPc8sNS7RaAReGyFRIwkIRkg,OpenAI,false,false,,false,CRITICAL,"[{""path"":""train.jsonl"",""key"":""prompt"",""value"":""n***@wiz.com"",""evidenceId"":""520af6d9fea166dd43c4b07e7ef7b9db"",""contentSizeBytes"":12776}]"
PII/Income,ai-dataset-for-training##BUILTIN-188,DataCategoryPII,Income,17,40,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'e0fbc6a0-e952-5f98-8688-f4ef251f2540*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",ai-dataset-for-training,us-east-2,2024-08-08T02:00:36.039752Z,CloudPlatform/Bucket,bucket,ai-dataset-for-training,001791986277,AWS,true,false,Active,false,MEDIUM,"[{""path"":""know_sql_train-v3.json"",""key"":""salary"",""location"":""[16831]/answer"",""value"":""2**5***6"",""evidenceId"":""dd79ccaab022f28dec06328a19836a82"",""contentSizeBytes"":20369445}]"
PII/Email,file-rWW2hmsl5FJwouGABiN69wgk##BUILTIN-1,DataCategoryPII,Email,105,106,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'cd687d42-de38-5220-baa6-86ed7dc1f38c*2cDATA_FINDING)),b561e19e-0f08-5717-8730-bac1c1f8f52a,train.jsonl,,2024-01-10T15:21:19.412922Z,CloudPlatform/AiDataset,openai#file,file-rWW2hmsl5FJwouGABiN69wgk,org-gPc8sNS7RaAReGyFRIwkIRkg,OpenAI,false,false,,false,CRITICAL,"[{""path"":""train.jsonl"",""key"":""prompt"",""value"":""n***@wiz.com"",""evidenceId"":""fc35ae53d3b516f622a0d4328f4b681f"",""contentSizeBytes"":12776}]"
PII/Email,file-r6P4ucMzpfT3bArYwGCKMKBZ##BUILTIN-1,DataCategoryPII,Email,105,106,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'77cc7814-768a-52c1-abec-16eac314822d*2cDATA_FINDING)),b561e19e-0f08-5717-8730-bac1c1f8f52a,train.jsonl,,2024-01-10T15:21:19.460248Z,CloudPlatform/AiDataset,openai#file,file-r6P4ucMzpfT3bArYwGCKMKBZ,org-gPc8sNS7RaAReGyFRIwkIRkg,OpenAI,false,false,,false,CRITICAL,"[{""path"":""train.jsonl"",""key"":""prompt"",""value"":""n***@wiz.com"",""evidenceId"":""3048cbe75320b7ada89c4976824a1671"",""contentSizeBytes"":12776}]"
PII/Name,arn:aws:dynamodb:eu-central-1:984186218765:table/users##BUILTIN-125,DataCategoryPII,Name,818,999,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'ff9eaa06-a289-5d38-b382-9aa0a7b1c1f0*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",users,eu-central-1,2024-08-06T20:43:57.78574Z,CloudPlatform/Database,dynamoDB/table,arn:aws:dynamodb:eu-central-1:984186218765:table/users,984186218765,AWS,false,false,Active,false,INFO,"[{""path"":""users"",""key"":""last_name"",""location"":""/last_name"",""value"":""W****n"",""evidenceId"":""1fdc9220df44174c987a2632b47e4762""}]"
PII/Email,file-kkI28OV2pex8Ap38XjZ3g1vy##BUILTIN-1,DataCategoryPII,Email,105,106,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'ed2e9fa1-8879-5dca-adf7-20e471b0d029*2cDATA_FINDING)),b561e19e-0f08-5717-8730-bac1c1f8f52a,train.jsonl,,2024-01-10T15:21:19.502232Z,CloudPlatform/AiDataset,openai#file,file-kkI28OV2pex8Ap38XjZ3g1vy,org-gPc8sNS7RaAReGyFRIwkIRkg,OpenAI,false,false,,false,CRITICAL,"[{""path"":""train.jsonl"",""key"":""prompt"",""value"":""n***@wiz.com"",""evidenceId"":""5952170c1b99a165fb6007e2a5852b88"",""contentSizeBytes"":12776}]"
PII/Email,creds-storage-internal##BUILTIN-1,DataCategoryPII,Email,984,5904,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'920f9721-4fc6-5206-883c-84793a5ace73*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",creds-storage-internal,eu-central-1,2024-01-10T12:51:28.493772Z,CloudPlatform/Bucket,bucket,creds-storage-internal,984186218765,AWS,true,false,Active,false,CRITICAL,"[{""path"":""archive_test_3/userdata1.parquet"",""key"":""Email"",""value"":""a***@com.com"",""evidenceId"":""e477d19c6ad063b44f8920e61f5d569d""},{""path"":""testing/userdata1.csv"",""key"":""email"",""value"":""a***@com.com"",""evidenceId"":""144b9f9adc609ad68cd652262c5c6ce9"",""contentSizeBytes"":145923},{""path"":""userdata1 (1).parquet"",""key"":""Email"",""value"":""a***@com.com"",""evidenceId"":""6c5abb1373a1516a7e02024952554b00""},{""path"":""userdata1.parquet"",""key"":""Email"",""value"":""a***@com.com"",""evidenceId"":""581c5c61d41e1f4c3d7ad454be4cf88a""},{""path"":""userdata2.parquet"",""key"":""Email"",""value"":""a***@com.com"",""evidenceId"":""ca129ef65f7cd0850970afc82188645d""},{""path"":""userdata3.parquet"",""key"":""Email"",""value"":""a***@com.com"",""evidenceId"":""52310e2c5f4fdf0ed3c2085b78341147""},{""path"":""testing/userdata1.csv"",""key"":""email"",""value"":""s***@walmart.com"",""evidenceId"":""144b9f9adc609ad68cd652262c5c6ce9"",""contentSizeBytes"":145923}]"
DigitalIdentity/IP Address,arn:aws:lambda:eu-central-1:984186218765:function:Test_DB_query##BUILTIN-438,DataCategoryDigitalIdentity,IP Address,300,300,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'f00b677e-e4c8-5b76-b90c-d340d5debcc1*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",Test_DB_query,eu-central-1,2024-03-14T18:19:29.044641Z,CloudPlatform/Serverless,lambda,arn:aws:lambda:eu-central-1:984186218765:function:Test_DB_query,984186218765,AWS,false,false,Active,false,INFO,"[{""path"":""/data.csv"",""key"":""ip_address"",""value"":""14***2.******2"",""evidenceId"":""8b077ee17a4c24608811cf1f0884523c"",""contentSizeBytes"":38755}]"
PII/Gender,arn:aws:lambda:eu-central-1:984186218765:function:Test_DB_query##BUILTIN-20,DataCategoryPII,Gender,2,283,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'f6231976-fd17-5827-86f5-4b68d888e3d9*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",Test_DB_query,eu-central-1,2024-04-03T08:11:12.037713Z,CloudPlatform/Serverless,lambda,arn:aws:lambda:eu-central-1:984186218765:function:Test_DB_query,984186218765,AWS,false,false,Active,false,INFO,"[{""path"":""/data.csv"",""key"":""gender"",""value"":""M***"",""evidenceId"":""a99207ccad25afafeff2a132bac95b08"",""contentSizeBytes"":38755}]"
Financial/Credit Cards,arn:aws:lambda:us-east-1:001791986277:function:serverless-data-findings##BUILTIN-436,DataCategoryFinancial,Credit Cards,587,1250,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'0090c75c-d57f-5677-a969-15b1de8c2240*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",serverless-data-findings,us-east-1,2024-03-13T19:27:17.466119Z,CloudPlatform/Serverless,lambda,arn:aws:lambda:us-east-1:001791986277:function:serverless-data-findings,001791986277,AWS,false,false,Active,false,CRITICAL,"[{""path"":""/emails_and_creditcards.csv"",""key"":""cc"",""value"":""************0472"",""evidenceId"":""16445754bc3c6edc4b4e8adbbe0f65b4"",""contentSizeBytes"":136685},{""path"":""/emails_and_creditcards.txt"",""key"":""cc"",""value"":""************0116"",""evidenceId"":""fca924431dbd0d2363a83603b199487d"",""contentSizeBytes"":136685},{""path"":""/junk_1000rows.csv"",""key"":""cc"",""value"":""************9310"",""evidenceId"":""20428d0cfc3f613c56c373ee6db7098a"",""contentSizeBytes"":128125},{""path"":""/fake-america-express.txt"",""key"":""CardNumber"",""value"":""***********4532"",""evidenceId"":""1cc7ca2b59528f4e7df0478587c6893d"",""contentSizeBytes"":12211},{""path"":""/fake-jcb.txt"",""key"":""CardNumber"",""value"":""************6889"",""evidenceId"":""896f4e56c373e9726e4d9a2b77b44745"",""contentSizeBytes"":11011},{""path"":""/emails_and_creditcards.csv"",""key"":""cc"",""value"":""***************5893"",""evidenceId"":""16445754bc3c6edc4b4e8adbbe0f65b4"",""contentSizeBytes"":136685},{""path"":""/fake-america-express.txt"",""key"":""CardNumber"",""value"":""***********6320"",""evidenceId"":""1cc7ca2b59528f4e7df0478587c6893d"",""contentSizeBytes"":12211},{""path"":""/fake-jcb.txt"",""key"":""CardNumber"",""value"":""************0062"",""evidenceId"":""896f4e56c373e9726e4d9a2b77b44745"",""contentSizeBytes"":11011}]"
Financial/Bank Name,training-data-for-sql##BUILTIN-453,DataCategoryFinancial,Bank Name,14,39,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'ce13f280-08bd-53ed-a016-b93c8d39515c*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",training-data-for-sql,us-east-1,2024-06-24T22:24:23.392238Z,CloudPlatform/Bucket,bucket,training-data-for-sql,001791986277,AWS,true,false,Active,false,MEDIUM,"[{""path"":""know_sql_train-v3.json"",""key"":""westpac"",""location"":""[68076]/completion"",""value"":""w**t**c"",""evidenceId"":""033c056b21567155fd7e0fa6ff461030"",""contentSizeBytes"":20518367}]"
DigitalIdentity/IP Address,gs://moran-not-public-acme-prod##BUILTIN-438,DataCategoryDigitalIdentity,IP Address,1000,1000,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'57a79bcf-7e3d-5476-a205-16f744e468e1*2cDATA_FINDING)),"05c62c7a-fcb2-558a-a7b8-03b76ec9635b, 360e0519-a35c-5cb7-a353-728812b2f2e8, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 9b55555a-89b7-55d8-8e38-0f7481b5f537, b03cf038-fd78-560d-a1b8-7b98b21e5b26, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, c4f982e0-bab1-58d1-bf24-6b846310f5ca, db68f2c6-5cb9-5fd5-a47f-02da29d1ec17, e2e96170-bf20-5bb4-94c6-177b506a8b83, ee3ecda3-9c8c-555a-9399-865bf438c417",moran-not-public-acme-prod,us,2024-04-09T11:12:52.874571Z,CloudPlatform/Bucket,storage#bucket,gs://moran-not-public-acme-prod,acme-prod-env,GCP,true,false,Active,false,INFO,"[{""path"":""userdata2.parquet"",""key"":""Ip_address"",""location"":""Ip_address"",""value"":""94***3.****8"",""evidenceId"":""92b83ae4388f12ac6b0ac059a0a8b00f""}]"
PII/Email,https://a3lnvsarxad6q7dxakw2cdb4e40ngovq.lambda-url.eu-central-1.on.aws:443/##BUILTIN-1,DataCategoryPII,Email,294,294,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'c9d74c70-42cc-574a-996a-0903512a3164*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",https://a3lnvsarxad6q7dxakw2cdb4e40ngovq.lambda-url.eu-central-1.on.aws:443,,2023-12-31T18:34:23.269426Z,CloudPlatform/Endpoint,,https://a3lnvsarxad6q7dxakw2cdb4e40ngovq.lambda-url.eu-central-1.on.aws:443/,984186218765,AWS,false,false,,false,CRITICAL,"[{""path"":""https://a3lnvsarxad6q7dxakw2cdb4e40ngovq.lambda-url.eu-central-1.on.aws:443"",""key"":""email"",""value"":""w***@t-online.de"",""evidenceId"":""2dbee4227dfce4aaed922988ba9af499"",""contentSizeBytes"":92954}]"
PII/License Plate Number,training-data-for-sql##BUILTIN-186,DataCategoryPII,License Plate Number,8,10,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'b254e1f1-fd80-55f1-bd5a-2da2c0cf0d10*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",training-data-for-sql,us-east-1,2024-05-20T14:04:39.463326Z,CloudPlatform/Bucket,bucket,training-data-for-sql,001791986277,AWS,true,false,Active,false,LOW,"[{""path"":""know_sql_train-v3.json"",""key"":""license_plate"",""location"":""[18212]/context"",""value"":""V**C**R"",""evidenceId"":""5f0b9078f764c9de928834ca9ed09121"",""contentSizeBytes"":20518367}]"
